Country	Occupation Class	Sex	Age Class	Education	Marital Status	Income (Globa)	Social Responsibility	Need help making financial decisions	Do not like to be in debt at anytime	Feel satistifed when I get a really good deal	Like to buy products with prestigious brand names	Always try to buy things on sale	Once find brand that satistifies, don't experiment	Confident will have enough money to retire	Have life insurance
India		Female	13-19	Some high school	Married	Medium low	6	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Yes
India		Female	20-29	College	Married	Medium high	7	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Yes
India	Executives/Professionals	Male	40-49	College	Married	Medium high	7	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Disagree Strongly	Yes
India		Male	13-19	College	Single	Medium high	7	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	Agree Strongly	Yes
India		Male	30-39	College	Married	Medium high	7	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Disagree Strongly	Yes
India		Female	50-59	Post-graduate	Married	Medium high	7	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
India		Female	40-49	College	Married	Medium high	4	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Strongly	Yes
India		Female	60+	Some high school	Married	High	7	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	No
India		Female	13-19	College	Single	Medium high	7	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	No
India		Female	40-49	Some high school	Married	Medium low	5	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	No
India		Female	30-39	Some high school	Married	Medium low	6	Disagree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Yes
India		Female	40-49	Some high school	Married	Medium high	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Yes
India		Female	30-39	Some high school	Married	Medium low	7	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Yes
India		Female	20-29	Some high school	Married	Medium low	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Yes
India		Female	50-59	Some high school	Married	High	6	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Yes
India		Male	60+	College	Married	High	7	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Disagree Slightly	Agree Strongly	No
India	White Collar	Male	50-59	College	Married	Medium low	7	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Strongly	Agree Slightly	No
India		Male	13-19	Some high school	Single	Medium high	7	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Strongly	No
India		Male	20-29	College	Single	Medium low	7	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Yes
India	Blue Collar	Male	40-49	Some high school	Married	Medium low	7	Agree Slightly	Disagree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	No
India		Male	13-19	College	Single	Medium low	7	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	No
India	Executives/Professionals	Male	60+	College	Married	Medium high	7	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Yes
India		Male	60+	College	Married	High	7	Agree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Yes
India		Male	30-39	College	Married	Medium low	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	No
India	Executives/Professionals	Male	30-39	College	Married	Medium high	7	Agree Slightly	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Yes
India	Blue Collar	Male	20-29	Post-graduate	Married	High	7	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Yes
India	Executives/Professionals	Male	40-49	College	Married	Medium high	7	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	No
India		Male	60+	Some high school	Married	Medium high	7	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Disagree Strongly	Agree Strongly	Agree Strongly	Yes
India	Executives/Professionals	Male	40-49	Some high school	Married	Medium low	7	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Yes
India		Male	50-59	College	Married	High	7	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Strongly	Agree Strongly	Yes
India	White Collar	Male	30-39	College	Married	High	6	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Yes
India		Female	13-19	College	Single	Medium high	7	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Strongly	No
India		Female	30-39	College	Married	Medium high	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	No
India		Female	50-59	Post-graduate	Married	Medium high	7	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Yes
India		Female	20-29	College	Married	Medium low	6	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	No
India		Female	50-59	Primary or less	Married	Medium low	7	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	No
India		Female	20-29	College	Married	Medium high	7	Agree Slightly	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Yes
India		Female	13-19	College	Single	Medium low	7	Agree Slightly	Disagree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Yes
India		Female	30-39	Some high school	Married	Medium low	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Yes
India		Female	40-49	Some high school	Married	Medium high	7	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	No
India		Female	13-19	Some high school	Single	Medium high	6	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	No
India		Female	13-19	College	Single	Medium low	6	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	No
India		Female	60+	Post-graduate	Married	Medium high	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Yes
India	Blue Collar	Male	30-39	College	Married	Medium high	7	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Strongly	Agree Slightly	No
India		Male	20-29	Post-graduate	Single	High	6	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	No
India	Executives/Professionals	Male	30-39	Post-graduate	Married	Medium low	6	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Yes
India		Female	13-19	College	Single	Medium high	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Strongly	Agree Slightly	No
India		Female	13-19	College	Single	High	7	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	No
India		Female	40-49	Primary or less	Widowed	Medium low	7	Disagree Strongly	Disagree Strongly	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Agree Strongly	No
India		Female	30-39	College	Married	High	7	Agree Slightly	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Yes
India		Female	60+	Primary or less	Widowed	Medium low	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Strongly	Disagree Slightly	No
India		Male	13-19	Primary or less	Single	Medium high	7	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	No
India		Male	13-19	Primary or less	Single	Medium high	7	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	No
India		Male	20-29	College	Single	Medium low	5	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Disagree Slightly	Disagree Slightly	No
India		Male	13-19	Some high school	Single	Medium low	6	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
India	White Collar	Female	13-19	College	Single	Medium high	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Strongly	No
India	Executives/Professionals	Male	40-49	Primary or less	Living together	Medium high	6	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Strongly	Agree Slightly	Agree Strongly	No
India		Male	20-29	College	Married	Medium low	6	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	No
India		Male	60+	Post-graduate	Married	High	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Strongly	Agree Slightly	Agree Strongly	No
India		Female	13-19	College	Single	Medium low	6	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Strongly	No
India	Executives/Professionals	Male	50-59	Some high school	Married	Medium high	6	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Yes
India	Executives/Professionals	Male	30-39	College	Married	Medium high	6	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Yes
India	White Collar	Male	40-49	Post-graduate	Married	Medium high	6	Agree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Yes
India		Female	30-39	Some high school	Married	Medium high	5	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Strongly	Agree Slightly	Agree Strongly	No
India		Male	13-19	Some high school	Single	Medium high	6	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	No
India	Executives/Professionals	Male	40-49	Some high school	Married	Medium low	7	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	No
India		Male	60+	Some high school	Married	Medium low	6	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	No
India		Female	20-29	Post-graduate	Single	Medium high	4	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Disagree Slightly	No
India		Female	30-39	Some high school	Married	Medium low	6	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	No
India	Blue Collar	Female	30-39	Some high school	Married	Medium low	5	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	No
India		Female	50-59	Primary or less	Married	Medium low	6	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	No
India		Male	20-29	College	Single	Medium low	5	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Disagree Slightly	Disagree Slightly	No
India		Female	13-19	Some high school	Single	High	5	Disagree Slightly	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Agree Strongly	Yes
India		Female	50-59	College	Married	Medium high	6	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
India		Female	13-19	Some high school	Single	Medium high	5	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Disagree Strongly	No
India		Female	40-49	Some high school	Married	Medium low	6	Disagree Slightly	Disagree Strongly	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	No
India	Executives/Professionals	Female	40-49	Primary or less	Widowed	Medium high	6	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
India	Blue Collar	Female	20-29	Primary or less	Married	Medium low	5	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	No
India	Executives/Professionals	Female	20-29	Post-graduate	Married	High	5	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Strongly	Agree Strongly	No
India	Executives/Professionals	Female	40-49	Primary or less	Married	High	7	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Yes
India		Female	50-59	Some high school	Married	High	6	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Strongly	No
India		Female	50-59	Primary or less	Married	High	6	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	No
India		Female	40-49	Some high school	Married	High	5	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Strongly	Agree Strongly	No
India		Female	30-39	Some high school	Married	Medium low	6	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Yes
India		Female	13-19	College	Single	Medium high	5	Agree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	No
India		Female	30-39	Some high school	Married	Medium high	6	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	No
India		Female	20-29	College	Single	High	4	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Strongly	Agree Strongly	Agree Strongly	No
India		Female	13-19	Some high school	Single	High	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	No
India		Male	13-19	College	Single	Medium high	7	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Yes
India		Female	30-39	College	Married	Medium high	5	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	No
India		Female	30-39	College	Married	Medium high	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	No
India		Male	13-19	Some high school	Single	High	7	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Yes
India		Male	50-59	Some high school	Married	Medium low	5	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Strongly	No
India		Male	60+	Some high school	Married	High	7	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	No
India		Male	13-19	College	Single	Medium high	7	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	No
India	Executives/Professionals	Male	30-39	Some high school	Married	Medium high	7	Agree Slightly	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Disagree Strongly	Agree Strongly	Disagree Strongly	No
India	Executives/Professionals	Male	30-39	Post-graduate	Married	Medium high	7	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Strongly	Agree Slightly	Agree Slightly	No
India	Executives/Professionals	Male	20-29	Post-graduate	Single	High	4	Disagree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
India		Female	30-39	Primary or less	Married	High	6	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Yes
